1,129,76733,229,399,87,226
1,131,76733,986,377,81,215
1,132,76733,1328,308,88,219
1,133,76733,1363,428,93,243
1,134,76733,1377,464,86,227
2,130,76733,677,261,76,190
2,131,76733,154,272,77,191
1,129,76734,229,397,87,225
1,131,76734,991,375,82,210
1,132,76734,1329,304,84,220
1,133,76734,1363,426,94,243
1,134,76734,1374,466,90,230
2,130,76734,677,261,75,199
2,131,76734,159,276,75,190
1,129,76735,230,400,88,225
1,131,76735,992,377,83,212
1,132,76735,1328,305,87,221
1,133,76735,1356,426,95,242
1,134,76735,1372,463,88,226
2,130,76735,681,263,78,194
2,131,76735,165,279,77,194
1,129,76736,222,403,87,227
1,131,76736,997,374,85,212
1,132,76736,1322,308,84,222
1,133,76736,1355,424,96,243
1,134,76736,1372,461,92,225
2,130,76736,684,262,75,193
2,131,76736,169,277,77,189
1,129,76737,223,400,87,227
1,131,76737,997,374,85,210
1,132,76737,1319,302,86,219
1,133,76737,1352,428,99,242
1,134,76737,1367,462,89,227
2,130,76737,686,261,73,196
2,131,76737,172,276,74,189
1,129,76738,221,397,90,224
1,131,76738,1002,376,82,210
1,132,76738,1319,304,85,220
1,133,76738,1351,426,95,239
1,134,76738,1362,464,88,229
2,130,76738,686,257,75,193
2,131,76738,169,277,79,190
1,129,76739,218,403,90,224
1,131,76739,1005,374,82,208
1,132,76739,1314,307,90,221
1,133,76739,1346,428,99,245
1,134,76739,1363,462,88,229
2,130,76739,688,262,80,193
2,131,76739,173,277,74,189
1,129,76740,218,400,86,226
1,131,76740,1008,376,84,206
1,132,76740,1315,307,88,222
1,133,76740,1349,431,100,240
1,134,76740,1366,462,91,230
2,130,76740,694,264,76,195
2,131,76740,178,279,73,192
1,129,76741,215,397,89,225
1,131,76741,1011,375,83,210
1,132,76741,1311,305,89,223
1,133,76741,1342,422,95,245
1,134,76741,1360,465,86,228
2,130,76741,696,262,77,194
2,131,76741,179,278,76,190
1,129,76742,214,398,87,223
1,131,76742,1010,372,83,206
1,132,76742,1308,305,87,221
1,133,76742,1339,426,97,247
1,134,76742,1357,463,91,231
2,130,76742,695,262,77,193
2,131,76742,187,273,74,193
1,129,76743,208,399,85,220
1,131,76743,1018,372,85,210
1,132,76743,1306,306,86,219
1,133,76743,1339,426,99,240
1,134,76743,1352,465,91,228
2,130,76743,703,261,76,195
2,131,76743,183,275,79,194
1,129,76744,205,398,87,225
1,131,76744,1019,373,83,209
1,132,76744,1304,307,89,218
1,133,76744,1336,428,96,245
1,134,76744,1348,465,90,226
2,130,76744,706,266,74,194
2,131,76744,190,275,79,193
1,129,76745,207,400,90,223
1,131,76745,1021,375,80,208
1,132,76745,1305,307,89,217
1,133,76745,1332,427,93,244
1,134,76745,1348,463,89,224
2,130,76745,708,261,73,195
2,131,76745,190,276,76,188
1,129,76746,200,401,91,222
1,131,76746,1025,374,86,209
1,132,76746,1301,306,89,223
1,133,76746,1329,431,94,242
1,134,76746,1345,464,91,228
2,130,76746,707,262,76,196
2,131,76746,195,272,73,191
1,129,76747,200,399,88,224
1,131,76747,1025,373,82,210
1,132,76747,1297,310,86,221
1,133,76747,1327,429,97,244
1,134,76747,1343,464,90,229
2,130,76747,714,259,76,195
2,131,76747,196,271,73,192
1,129,76748,195,402,92,223
1,131,76748,1032,368,82,210
1,132,76748,1294,313,89,221
1,133,76748,1325,426,95,242
1,134,76748,1341,464,92,227
2,130,76748,716,264,77,194
2,131,76748,202,274,79,191
1,129,76749,197,400,86,222
1,131,76749,1032,371,85,210
1,132,76749,1295,304,87,222
1,133,76749,1324,430,98,245
1,134,76749,1341,460,91,226
2,130,76749,719,260,73,196
2,131,76749,204,278,72,190
1,129,76750,191,398,88,220
1,131,76750,1032,373,84,215
1,132,76750,1292,309,88,219
1,133,76750,1322,428,94,245
1,134,76750,1336,465,94,225
2,130,76750,725,263,78,195
2,131,76750,205,275,77,188
1,129,76751,188,402,86,223
1,131,76751,1038,375,83,209
1,132,76751,1288,306,88,218
1,133,76751,1318,426,97,241
1,134,76751,1332,463,92,225
2,130,76751,730,263,79,196
2,131,76751,208,273,70,189
1,129,76752,191,400,88,223
1,131,76752,1036,373,83,210
1,132,76752,1286,307,91,222
1,133,76752,1318,428,94,240
1,134,76752,1328,465,89,225
2,130,76752,732,262,79,197
2,131,76752,211,273,77,194
1,129,76753,188,399,90,222
1,131,76753,1046,370,81,210
1,132,76753,1286,305,89,220
1,133,76753,1315,428,95,246
1,134,76753,1327,466,92,230
2,130,76753,734,264,77,193
2,131,76753,219,273,70,194
1,129,76754,188,402,86,223
1,131,76754,1045,371,83,209
1,132,76754,1283,308,90,220
1,133,76754,1314,431,93,243
1,134,76754,1327,465,87,228
2,130,76754,738,259,74,195
2,131,76754,222,270,73,191
1,129,76755,180,406,87,220
1,131,76755,1049,372,81,209
1,132,76755,1285,306,85,222
1,133,76755,1310,429,98,242
1,134,76755,1325,463,91,231
2,130,76755,738,254,81,195
2,131,76755,223,275,76,189
1,129,76756,181,401,86,224
1,131,76756,1047,375,85,209
1,132,76756,1279,310,86,221
1,133,76756,1305,428,96,242
1,134,76756,1318,469,90,233
2,130,76756,741,261,75,198
2,131,76756,225,274,70,188
1,129,76757,178,403,90,224
1,131,76757,1050,371,84,210
1,132,76757,1282,308,92,222
1,133,76757,1303,432,95,241
1,134,76757,1314,464,89,230
2,130,76757,745,264,74,196
2,131,76757,228,279,78,192
1,129,76758,171,403,88,224
1,131,76758,1054,365,85,211
1,132,76758,1273,306,90,221
1,133,76758,1304,428,98,241
1,134,76758,1315,463,88,224
2,130,76758,745,261,74,195
2,131,76758,234,273,75,190
1,129,76759,172,399,88,226
1,131,76759,1060,373,81,210
1,132,76759,1272,312,86,222
1,133,76759,1299,430,102,242
1,134,76759,1310,462,91,230
2,130,76759,753,262,78,197
2,131,76759,239,272,76,192
1,129,76760,175,400,91,226
1,131,76760,1059,371,82,210
1,132,76760,1271,308,88,221
1,133,76760,1298,433,101,244
1,134,76760,1309,465,91,231
2,130,76760,752,262,78,192
2,131,76760,235,273,75,191
1,131,76761,1067,370,85,210
1,132,76761,1271,307,90,222
1,133,76761,1295,427,96,242
1,134,76761,1306,465,88,234
2,130,76761,755,264,74,191
2,131,76761,237,276,75,188
1,131,76762,1069,370,84,209
1,132,76762,1267,308,85,221
1,133,76762,1290,430,98,246
1,134,76762,1300,464,93,230
2,130,76762,761,264,75,195
2,131,76762,245,274,72,190
1,131,76763,1070,369,83,209
1,132,76763,1268,307,88,224
1,133,76763,1292,433,95,244
1,134,76763,1302,470,90,228
2,130,76763,761,262,80,194
2,131,76763,247,274,76,192
1,131,76764,1073,371,82,209
1,132,76764,1266,306,87,222
1,133,76764,1291,427,95,246
1,134,76764,1297,467,94,228
2,130,76764,760,262,78,193
2,131,76764,252,277,74,190
1,131,76765,1075,368,82,208
1,132,76765,1264,309,84,221
1,133,76765,1290,432,94,247
1,134,76765,1297,463,92,229
2,130,76765,766,260,78,196
2,131,76765,257,272,76,188
1,131,76766,1076,367,86,208
1,132,76766,1264,309,91,221
1,133,76766,1282,432,99,246
1,134,76766,1291,462,88,226
2,130,76766,770,258,73,195
2,131,76766,259,274,76,192
1,131,76767,1081,371,83,210
1,132,76767,1255,311,85,219
1,133,76767,1280,429,100,241
1,134,76767,1288,467,92,230
2,130,76767,770,259,78,192
2,131,76767,262,274,74,186
1,131,76768,1082,368,83,207
1,132,76768,1256,309,85,222
1,133,76768,1277,434,96,242
1,134,76768,1287,469,92,228
2,130,76768,774,262,76,192
2,131,76768,263,271,75,192
1,131,76769,1087,370,85,208
1,132,76769,1251,310,90,220
1,133,76769,1275,429,94,243
1,134,76769,1285,468,87,229
2,130,76769,778,265,77,195
2,131,76769,261,278,75,189
1,131,76770,1090,368,83,208
1,132,76770,1246,309,86,223
1,133,76770,1271,428,100,244
1,134,76770,1286,465,88,229
2,130,76770,780,261,75,193
2,131,76770,270,276,76,190
1,131,76771,1089,370,83,206
1,132,76771,1249,310,87,223
1,133,76771,1274,429,96,243
1,134,76771,1279,465,91,229
2,130,76771,784,265,76,196
2,131,76771,274,275,72,189
1,131,76772,1096,369,84,205
1,132,76772,1243,310,87,225
1,133,76772,1265,434,102,246
1,134,76772,1279,469,90,232
2,130,76772,786,264,76,194
2,131,76772,278,274,71,189
1,131,76773,1097,371,83,212
1,132,76773,1240,308,88,218
1,133,76773,1265,429,96,242
1,134,76773,1274,468,93,230
2,130,76773,791,262,77,193
2,131,76773,274,273,76,189
1,131,76774,1099,369,83,208
1,132,76774,1241,315,86,225
1,133,76774,1263,431,96,245
1,134,76774,1274,469,92,234
2,130,76774,793,262,72,194
2,131,76774,278,274,72,194
1,131,76775,1099,368,83,209
1,132,76775,1235,310,86,222
1,133,76775,1260,435,103,241
1,134,76775,1271,467,90,234
2,130,76775,798,261,76,193
2,131,76775,283,274,75,189
1,131,76776,1102,372,81,206
1,132,76776,1238,313,88,220
1,133,76776,1259,433,96,246
1,134,76776,1270,469,91,232
2,130,76776,800,267,73,195
2,131,76776,285,276,76,191
1,131,76777,1104,369,82,207
1,132,76777,1235,309,89,224
1,133,76777,1254,428,95,246
1,134,76777,1266,469,92,232
2,130,76777,800,260,79,196
2,131,76777,287,276,71,189
1,131,76778,1109,370,85,206
1,132,76778,1238,312,90,220
1,133,76778,1251,430,96,245
1,134,76778,1260,469,92,228
2,130,76778,804,263,75,196
2,131,76778,297,273,73,191
1,131,76779,1109,368,83,209
1,132,76779,1232,308,92,223
1,133,76779,1252,431,100,249
1,134,76779,1259,466,91,233
2,130,76779,809,260,78,193
2,131,76779,295,273,73,193
1,131,76780,1114,367,82,210
1,132,76780,1229,309,86,219
1,133,76780,1245,434,93,244
1,134,76780,1257,470,94,235
2,130,76780,809,264,76,190
2,131,76780,300,272,74,190
1,131,76781,1116,370,83,207
1,132,76781,1227,307,88,221
1,133,76781,1244,435,92,243
1,134,76781,1256,467,94,230
2,130,76781,814,258,80,198
2,131,76781,300,276,75,192
1,131,76782,1117,368,78,209
1,132,76782,1223,311,91,221
1,133,76782,1245,429,99,250
1,134,76782,1253,466,92,230
2,130,76782,818,265,76,192
2,131,76782,302,276,74,189
1,131,76783,1120,364,81,209
1,132,76783,1219,313,87,225
1,133,76783,1240,433,98,244
1,134,76783,1251,473,89,233
2,130,76783,817,265,75,193
2,131,76783,310,277,75,189
1,131,76784,1119,366,82,211
1,132,76784,1222,313,85,223
1,133,76784,1240,433,95,243
1,134,76784,1248,473,90,229
2,130,76784,821,263,70,196
2,131,76784,310,276,74,189
1,131,76785,1124,367,80,211
1,132,76785,1216,314,87,221
1,133,76785,1238,434,95,246
1,134,76785,1246,471,92,227
2,130,76785,826,263,74,194
2,131,76785,312,273,75,191
1,131,76786,1130,366,83,211
1,132,76786,1216,314,84,218
1,133,76786,1238,436,95,245
1,134,76786,1242,468,86,235
2,130,76786,831,261,78,192
2,131,76786,318,279,76,186
1,131,76787,1129,362,83,206
1,132,76787,1212,311,86,223
1,133,76787,1227,435,96,247
1,134,76787,1240,470,89,235
2,130,76787,833,263,75,196
2,131,76787,320,275,73,189
1,131,76788,1129,364,82,206
1,132,76788,1211,315,87,219
1,133,76788,1233,437,96,245
1,134,76788,1237,471,95,232
2,130,76788,834,265,74,196
2,131,76788,324,275,76,189
1,131,76789,1136,364,80,208
1,132,76789,1206,314,88,222
1,133,76789,1220,433,99,246
1,134,76789,1234,471,94,232
2,130,76789,838,264,72,194
2,131,76789,328,271,72,188
1,131,76790,1141,368,82,206
1,132,76790,1204,310,87,224
1,133,76790,1224,432,97,248
1,134,76790,1234,472,91,231
2,130,76790,838,264,73,194
2,131,76790,331,276,74,189
1,131,76791,1141,363,83,206
1,132,76791,1208,314,85,219
1,133,76791,1222,435,96,245
1,134,76791,1231,474,92,230
2,130,76791,843,264,78,191
2,131,76791,335,274,72,190
1,131,76792,1139,364,81,208
1,132,76792,1201,311,89,221
1,133,76792,1223,434,97,244
1,134,76792,1225,470,92,234
2,130,76792,848,261,76,192
2,131,76792,334,276,74,189
1,131,76793,1147,365,79,209
1,132,76793,1198,312,87,224
1,133,76793,1215,439,99,246
1,134,76793,1227,471,88,229
2,130,76793,847,269,80,193
2,131,76793,336,276,76,185
1,131,76794,1147,359,78,203
1,132,76794,1197,316,87,225
1,133,76794,1216,438,95,246
1,134,76794,1219,471,89,231
2,130,76794,852,264,72,191
2,131,76794,339,277,75,189
1,131,76795,1149,363,83,207
1,132,76795,1198,316,87,224
1,133,76795,1213,437,100,245
1,134,76795,1222,475,93,231
2,130,76795,855,265,79,192
2,131,76795,343,275,74,188
1,131,76796,1152,362,82,208
1,132,76796,1192,315,88,219
1,133,76796,1209,439,98,248
1,134,76796,1213,474,93,228
2,130,76796,861,263,76,192
2,131,76796,347,277,74,189
1,131,76797,1156,362,82,209
1,132,76797,1191,314,86,222
1,133,76797,1206,438,96,248
1,134,76797,1217,476,87,229
2,130,76797,861,264,78,192
2,131,76797,350,271,74,186
1,131,76798,1158,361,84,206
1,132,76798,1193,315,87,223
1,133,76798,1207,436,93,251
1,134,76798,1210,473,88,232
2,130,76798,864,262,78,193
2,131,76798,356,274,74,190
1,131,76799,1164,362,80,206
1,132,76799,1187,315,86,222
1,133,76799,1203,436,95,246
1,134,76799,1209,475,91,234
2,130,76799,867,263,72,189
2,131,76799,354,272,74,189
1,131,76800,1161,364,83,209
1,132,76800,1188,314,91,221
1,133,76800,1199,436,99,246
1,134,76800,1208,474,93,232
2,130,76800,868,264,74,192
2,131,76800,360,277,69,187
1,131,76801,1162,363,84,209
1,132,76801,1182,313,87,224
1,133,76801,1197,435,104,250
1,134,76801,1204,475,93,229
2,130,76801,871,261,75,194
2,131,76801,360,275,75,187
1,131,76802,1171,358,81,206
1,132,76802,1180,317,89,221
1,133,76802,1190,437,96,245
1,134,76802,1204,472,92,233
2,130,76802,875,264,75,189
2,131,76802,366,274,73,186
1,131,76803,1169,361,81,205
1,132,76803,1179,319,89,222
1,133,76803,1196,434,96,248
1,134,76803,1197,470,92,232
2,130,76803,876,262,74,192
2,131,76803,370,274,71,187
1,131,76804,1173,359,87,207
1,132,76804,1177,320,90,227
1,133,76804,1189,435,98,246
1,134,76804,1195,474,94,231
2,130,76804,881,263,73,193
2,131,76804,374,271,72,188
1,131,76805,1176,362,82,207
1,132,76805,1175,316,89,223
1,133,76805,1185,437,99,250
1,134,76805,1192,472,92,231
2,130,76805,884,263,82,190
2,131,76805,374,275,71,189
1,131,76806,1178,360,82,212
1,132,76806,1173,315,90,224
1,133,76806,1187,436,100,250
1,134,76806,1189,478,86,234
2,130,76806,886,261,75,193
2,131,76806,373,275,73,186
1,131,76807,1177,358,80,209
1,132,76807,1171,315,90,225
1,133,76807,1183,440,94,246
1,134,76807,1187,471,88,230
2,130,76807,890,262,76,194
2,131,76807,380,276,77,186
1,131,76808,1179,365,81,209
1,132,76808,1169,312,87,226
1,133,76808,1180,435,94,249
1,134,76808,1180,474,95,232
2,130,76808,893,261,76,193
2,131,76808,382,277,70,184
1,131,76809,1183,362,79,207
1,132,76809,1167,312,87,221
1,133,76809,1181,437,99,246
1,134,76809,1183,478,93,235
2,130,76809,894,267,77,195
2,131,76809,385,277,72,186
1,131,76810,1185,357,80,204
1,132,76810,1162,319,89,222
1,133,76810,1175,439,97,247
1,134,76810,1183,476,91,231
2,130,76810,898,261,75,189
2,131,76810,391,275,71,188
1,131,76811,1192,362,86,207
1,132,76811,1163,316,88,224
1,133,76811,1172,437,98,248
1,134,76811,1178,476,92,235
2,130,76811,900,262,72,190
2,131,76811,396,272,73,188
1,131,76812,1189,364,82,204
1,132,76812,1160,317,86,222
1,133,76812,1174,442,97,244
1,134,76812,1175,476,92,236
2,130,76812,904,265,76,194
2,131,76812,396,273,74,187
1,131,76813,1193,362,83,207
1,132,76813,1156,318,89,222
1,133,76813,1169,436,99,246
1,134,76813,1172,474,93,230
2,113,76813,1847,324,71,208
2,130,76813,908,260,76,191
2,131,76813,395,273,76,187
1,131,76814,1198,360,82,208
1,132,76814,1152,318,89,226
1,133,76814,1166,441,99,247
1,134,76814,1169,473,94,231
2,113,76814,1842,322,74,212
2,130,76814,911,261,75,193
2,131,76814,401,273,76,184
1,131,76815,1198,357,83,207
1,132,76815,1156,316,90,223
1,133,76815,1166,442,96,246
1,134,76815,1166,476,91,232
2,113,76815,1842,328,73,210
2,130,76815,913,261,75,193
2,131,76815,402,270,72,188
1,131,76816,1200,360,83,209
1,132,76816,1153,319,87,226
1,133,76816,1159,441,95,250
1,134,76816,1165,477,92,236
2,113,76816,1838,323,72,207
2,130,76816,914,262,75,191
2,131,76816,408,274,74,186
1,131,76817,1205,356,85,209
1,132,76817,1147,315,92,222
1,133,76817,1154,443,97,247
1,134,76817,1165,480,89,228
2,113,76817,1834,320,76,207
2,130,76817,918,263,73,188
2,131,76817,409,277,71,186
2,135,76817,5,268,71,217
1,131,76818,1205,357,81,209
1,132,76818,1147,316,89,226
1,133,76818,1153,438,99,246
1,134,76818,1159,473,89,236
2,113,76818,1833,326,74,203
2,130,76818,922,265,71,190
2,131,76818,411,273,73,187
2,135,76818,6,267,71,210
1,131,76819,1208,358,81,207
1,132,76819,1146,316,86,224
1,133,76819,1152,440,97,245
1,134,76819,1159,474,94,232
2,113,76819,1831,327,75,208
2,130,76819,923,262,74,193
2,131,76819,420,275,73,191
2,135,76819,9,264,75,217
1,131,76820,1210,355,84,208
1,132,76820,1141,320,90,225
1,133,76820,1153,439,99,252
1,134,76820,1155,479,92,235
2,113,76820,1829,327,70,206
2,130,76820,924,263,76,188
2,131,76820,415,276,70,186
2,135,76820,9,267,73,210
1,131,76821,1213,355,81,206
1,132,76821,1140,319,88,222
1,133,76821,1147,445,99,245
1,134,76821,1152,474,95,233
2,113,76821,1824,325,73,208
2,130,76821,928,264,72,191
2,131,76821,421,271,72,188
2,135,76821,13,269,73,213
1,131,76822,1211,358,80,209
1,132,76822,1139,319,87,226
1,133,76822,1143,441,97,249
1,134,76822,1148,477,92,235
2,113,76822,1824,328,75,205
2,130,76822,935,262,76,187
2,131,76822,427,270,79,183
2,135,76822,17,264,70,215
1,131,76823,1218,354,80,207
1,132,76823,1140,320,87,222
1,133,76823,1148,442,100,248
1,134,76823,1149,475,92,233
2,113,76823,1823,327,76,205
2,130,76823,936,265,74,191
2,131,76823,428,280,76,187
2,135,76823,20,270,69,215
1,131,76824,1219,358,81,204
1,132,76824,1134,318,82,221
1,133,76824,1141,443,97,249
1,134,76824,1146,479,94,231
2,113,76824,1820,330,73,209
2,114,76824,1844,319,55,237
2,130,76824,941,261,73,193
2,131,76824,432,274,74,188
2,135,76824,23,269,69,216
1,131,76825,1222,358,81,205
1,132,76825,1133,318,92,224
1,133,76825,1133,436,100,247
1,134,76825,1144,481,91,235
2,113,76825,1819,327,76,209
2,114,76825,1845,320,57,238
2,130,76825,939,261,75,194
2,131,76825,434,274,75,185
2,135,76825,23,270,74,212
1,131,76826,1225,360,82,204
1,132,76826,1130,321,90,225
1,133,76826,1138,446,98,246
1,134,76826,1142,477,93,233
2,113,76826,1814,324,73,206
2,114,76826,1840,322,54,238
2,130,76826,943,263,78,191
2,131,76826,435,270,73,190
2,135,76826,28,269,69,215
1,131,76827,1231,358,81,207
1,132,76827,1132,320,90,223
1,133,76827,1131,439,102,249
1,134,76827,1134,478,90,235
2,113,76827,1815,327,72,210
2,114,76827,1840,323,53,236
2,130,76827,950,260,75,188
2,131,76827,441,274,76,188
2,135,76827,28,267,75,213
1,131,76828,1231,357,81,203
1,132,76828,1123,322,92,221
1,133,76828,1134,442,98,249
1,134,76828,1132,480,93,233
2,113,76828,1810,326,76,207
2,114,76828,1835,322,55,236
2,130,76828,950,263,76,190
2,131,76828,441,271,76,188
2,135,76828,34,269,73,215
1,131,76829,1235,356,78,206
1,132,76829,1121,321,88,224
1,133,76829,1133,439,99,250
1,134,76829,1131,476,91,235
2,113,76829,1807,324,75,208
2,114,76829,1831,325,58,237
2,130,76829,953,264,79,186
2,131,76829,447,272,72,188
2,135,76829,30,270,70,211
1,131,76830,1234,360,79,204
1,132,76830,1120,316,88,229
1,133,76830,1127,439,99,251
1,134,76830,1132,480,90,231
2,113,76830,1808,332,70,210
2,114,76830,1830,325,58,238
2,130,76830,956,263,76,188
2,131,76830,448,271,77,188
2,135,76830,34,269,70,214
1,131,76831,1238,356,77,207
1,132,76831,1120,322,87,227
1,133,76831,1126,444,96,245
1,134,76831,1128,478,89,236
2,113,76831,1802,331,75,209
2,114,76831,1825,323,56,234
2,130,76831,959,265,75,191
2,131,76831,448,270,76,183
2,135,76831,40,270,73,212
1,131,76832,1240,356,79,205
1,132,76832,1115,322,89,224
1,133,76832,1122,441,98,251
1,134,76832,1125,480,94,232
2,113,76832,1804,329,74,203
2,114,76832,1824,326,55,239
2,130,76832,962,261,76,188
2,131,76832,454,275,75,184
2,135,76832,35,268,75,213
1,131,76833,1244,357,83,204
1,132,76833,1112,320,89,224
1,133,76833,1120,444,99,246
1,134,76833,1119,483,95,231
2,113,76833,1799,329,73,210
2,114,76833,1827,323,56,236
2,130,76833,966,265,72,190
2,131,76833,459,274,76,188
2,135,76833,41,265,72,214
1,131,76834,1246,356,81,204
1,132,76834,1112,319,86,227
1,133,76834,1118,441,99,252
1,134,76834,1120,482,90,232
2,113,76834,1798,333,71,213
2,114,76834,1822,324,60,237
2,130,76834,969,262,74,189
2,131,76834,463,269,75,189
2,135,76834,40,268,75,214
1,131,76835,1246,354,85,206
1,132,76835,1110,319,86,229
1,133,76835,1115,445,98,252
1,134,76835,1121,480,94,237
2,113,76835,1799,329,75,206
2,114,76835,1824,322,59,236
2,130,76835,973,262,73,187
2,131,76835,466,274,78,189
2,135,76835,42,269,71,217
1,131,76836,1251,356,79,206
1,132,76836,1109,321,92,226
1,133,76836,1111,439,98,249
1,134,76836,1111,479,94,232
2,113,76836,1793,331,74,206
2,114,76836,1820,323,59,236
2,130,76836,976,263,76,186
2,131,76836,468,274,68,189
2,135,76836,46,271,74,214
1,131,76837,1250,355,82,209
1,132,76837,1106,317,85,222
1,133,76837,1109,442,99,248
1,134,76837,1114,481,94,234
2,113,76837,1792,333,74,210
2,114,76837,1816,328,59,238
2,130,76837,977,265,73,187
2,131,76837,468,271,73,185
2,135,76837,51,269,73,213
1,131,76838,1255,355,76,202
1,132,76838,1104,320,88,227
1,133,76838,1106,443,95,247
1,134,76838,1110,481,92,235
2,113,76838,1786,331,73,214
2,114,76838,1814,324,56,240
2,130,76838,977,269,79,190
2,131,76838,475,276,71,189
2,135,76838,48,267,75,214
1,131,76839,1256,354,81,204
1,132,76839,1104,320,93,226
1,133,76839,1106,446,100,252
1,134,76839,1108,480,94,235
2,113,76839,1785,330,77,207
2,114,76839,1814,331,56,233
2,130,76839,983,263,75,192
2,131,76839,478,271,73,184
2,135,76839,55,269,70,216
1,131,76840,1256,357,81,204
1,132,76840,1100,321,88,222
1,133,76840,1099,442,97,251
1,134,76840,1099,477,90,238
2,113,76840,1785,336,73,204
2,114,76840,1808,326,59,234
2,130,76840,988,267,74,193
2,131,76840,478,273,70,187
2,135,76840,56,267,74,213
1,131,76841,1267,356,82,204
1,132,76841,1093,324,88,225
1,133,76841,1098,441,102,246
1,134,76841,1101,480,91,233
2,113,76841,1780,335,78,205
2,114,76841,1808,325,58,238
2,130,76841,987,267,79,189
2,131,76841,483,268,76,192
2,135,76841,59,266,74,214
1,131,76842,1263,349,81,202
1,132,76842,1093,318,90,224
1,133,76842,1095,445,99,250
1,134,76842,1098,477,94,235
2,113,76842,1778,331,71,207
2,114,76842,1806,324,62,241
2,130,76842,994,263,76,189
2,131,76842,483,273,73,189
2,135,76842,60,269,70,216
1,131,76843,1266,355,80,202
